Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Derrick Alston,211,102,Duquesne University,1972,139,2657,318,650,114,234,1,7,317,643,228,297,525,94,95,87,112,298,751
Derrick Brown,185,72,Jacksonville University,1968,220,3130,428,818,206,333,18,51,410,767,208,304,512,152,109,42,144,267,1080
Derrick Byars,201,99,Vanderbilt University,1984,2,37,3,11,4,4,0,6,3,5,6,5,11,1,2,0,0,2,10
Derrick Caracter,206,124,University of Texas at El Paso,1988,41,215,32,66,17,23,0,0,32,66,19,24,43,7,4,10,19,47,81
Derrick Chievous,201,88,University of Missouri,1967,209,2831,504,1120,360,482,11,42,493,1078,195,259,454,141,103,22,232,317,1379
Derrick Coleman,208,104,Syracuse University,1967,781,25903,4616,10335,3326,4326,326,1105,4290,9230,2079,5153,7232,1985,606,1051,2036,2062,12884
Derrick Dial,193,83,Eastern Michigan University,1975,114,986,144,397,57,82,9,53,135,344,59,130,189,98,31,15,51,64,354
Derrick Favors,208,120,Georgia Institute of Technology,1991,557,13883,2419,4738,1170,1779,4,26,2415,4712,1340,2507,3847,549,417,693,800,1583,6012
Derrick Gervin,203,90,University of Texas at San Antonio,1963,77,1082,257,591,155,203,7,31,250,560,69,106,175,38,39,26,57,135,676
Derrick Jones,203,100,University of Miami,1990,32,545,68,121,29,41,3,11,65,110,39,40,79,12,14,13,13,63,168
Derrick McKey,206,92,University of Alabama,1966,937,27229,3908,8048,2247,2885,203,642,3705,7406,1515,2872,4387,2254,1072,611,1713,2700,10266
Derrick Phelps,193,82,University of North Carolina,1972,3,5,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,3,0
Derrick Rose,190,86,University of Memphis,1988,470,16292,3562,7897,1668,2033,363,1218,3199,6679,424,1311,1735,2799,372,172,1333,655,9155
Derrick Rowland,196,88,State University of New York at Potsdam,1959,2,9,1,3,1,2,0,0,1,3,0,1,1,1,0,0,0,1,3
Derrick Williams,190,90,University of Illinois at Urbana-Champaign,1984,554,11479,1642,3786,1144,1615,307,1032,1335,2754,441,1704,2145,377,261,135,503,706,4735
Derrick Zimmerman,190,88,Mississippi State University,1981,2,32,2,3,0,0,0,0,2,3,1,3,4,7,0,0,4,4,4
Desmon Farmer,196,99,University of Southern California,1981,11,86,9,29,3,3,5,20,4,9,0,7,7,11,1,0,5,8,26
Desmond Ferguson,201,92,University of Detroit Mercy,1977,7,32,5,12,0,2,3,8,2,4,0,4,4,1,0,0,1,0,13
Desmond Mason,201,101,Oklahoma State University,1977,723,22404,3388,7552,2051,2768,87,326,3301,7226,958,2428,3386,1212,508,262,1147,1642,8914
Desmond Penigar,201,111,Utah State University,1981,10,89,14,28,4,4,0,0,14,28,6,18,24,3,2,2,6,14,32
Detlef Schrempf,206,97,University of Washington,1963,1205,35447,5674,11573,4759,5935,482,1271,5192,10302,1997,5421,7418,4012,909,331,2401,3580,16589
Devean George,203,99,Augsburg College,1977,630,11682,1318,3360,473,656,427,1246,891,2114,546,1429,1975,543,436,230,447,1270,3536
Devin Booker,198,93,University of Kentucky,1996,154,4838,973,2298,582,697,246,694,727,1604,73,363,436,468,116,41,401,467,2774
Devin Brown,185,72,Jacksonville University,1968,525,10175,1322,3323,779,1001,358,1053,964,2270,373,1057,1430,751,300,65,576,833,3781
Devin Durrant,201,90,Brigham Young University,1960,63,807,122,295,73,106,0,3,122,292,51,81,132,85,22,10,81,116,317
Devin Ebanks,206,97,West Virginia University,1989,63,711,82,213,52,72,8,36,74,177,51,71,122,24,18,12,35,56,224
Devin Gray,201,108,Clemson University,1972,33,222,31,89,23,39,0,0,31,89,23,30,53,9,13,3,14,44,85
Devin Green,201,95,Hampton University,1982,27,135,6,28,13,21,0,2,6,26,10,14,24,7,3,0,5,13,25
Devin Harris,190,87,University of Wisconsin,1983,981,25828,3831,8777,3132,3906,805,2478,3026,6299,311,1943,2254,4467,1076,183,1918,2233,11599
Devyn Marble,198,90,University of Iowa,1992,44,457,35,115,15,40,12,54,23,61,11,58,69,29,22,3,16,39,97
Dewayne Dedmon,213,111,University of Southern California,1989,255,3660,427,764,198,297,0,1,427,763,390,882,1272,76,89,201,180,562,1052
Dexter Boney,193,83,"University of Nevada, Las Vegas",1970,8,48,6,19,6,8,1,6,5,13,3,3,6,0,2,1,1,3,19
Dexter Cambridge,201,101,University of Texas at Austin,1970,53,885,151,312,68,99,0,4,151,308,88,79,167,58,24,6,63,128,370
Dexter Pittman,211,139,University of Texas at Austin,1988,61,379,53,120,18,36,0,0,53,120,45,56,101,9,8,8,25,91,124
Dexter Shouse,188,90,University of South Alabama,1963,3,18,0,4,0,0,0,1,0,3,0,0,0,2,1,1,2,2,0
Deyonta Davis,211,107,Michigan State University,1996,36,238,24,47,10,18,0,0,24,47,20,40,60,2,3,17,8,40,58
Diamond Stone,211,115,University of Maryland,1997,7,24,3,13,4,4,0,0,3,13,1,5,6,0,0,1,2,5,10
Diante Garrett,190,83,Southern Illinois University,1947,90,1197,117,314,15,22,39,111,78,203,16,96,112,151,51,5,91,80,288
Dickey Simpkins,206,112,Providence College,1972,367,5634,543,1213,432,711,2,11,541,1202,450,814,1264,338,100,65,400,647,1520
Didier Ilunga-Mbenga,198,97,NaN,1984,276,1892,219,467,59,101,0,2,219,465,157,266,423,51,44,167,99,356,497
Dijon Thompson,201,88,"University of California, Los Angeles",1983,16,93,17,40,7,8,4,13,13,27,7,12,19,3,3,1,3,8,45
Dikembe Mutombo*,218,111,Georgetown University,1966,1271,39382,4438,8601,3602,5251,0,2,4438,8599,4115,9259,13374,1316,523,3492,2317,3587,12478
Dino Radja,211,102,NaN,1967,224,7308,1516,3052,701,954,0,3,1516,3049,497,1386,1883,356,201,282,495,745,3733
Dion Glover,196,103,Georgia Institute of Technology,1978,363,7775,1144,2811,551,726,188,586,956,2225,271,892,1163,585,283,84,472,610,3027
Dion Waiters,193,102,Syracuse University,1991,415,11780,2079,5069,748,1076,472,1400,1607,3669,190,894,1084,1072,424,110,724,814,5378
Dionte Christmas,196,92,Temple University,1986,31,198,22,62,18,24,9,31,13,31,13,25,38,8,2,3,6,19,71
Dirk Minniefield,190,81,University of Kentucky,1961,368,6471,819,1753,279,383,40,147,779,1606,161,442,603,1421,327,21,608,779,1957
Dirk Nowitzki,213,111,NaN,1978,1394,48673,10688,22600,7104,8081,1780,4668,8908,17932,1441,9452,10893,3496,1158,1218,2425,3379,30260
Doc Rivers,193,83,Marquette University,1961,846,22618,3153,7177,2231,2850,404,1216,2749,5961,577,1937,2514,4737,1501,342,1537,2524,8941
Domantas Sabonis,211,108,Gonzaga University,1996,81,1632,192,481,44,67,51,159,141,322,45,242,287,82,39,32,83,200,479
Dominic McGuire,206,99,"California State University, Fresno",1985,419,6042,431,1035,163,260,3,16,428,1019,386,940,1326,453,172,199,271,575,1028
Dominic Pressley,188,77,Boston College,1964,26,248,18,62,10,18,0,4,18,58,6,24,30,52,8,0,22,22,46
Dominique Jones,203,99,Mississippi State University,1975,80,741,83,227,78,107,2,21,81,206,33,81,114,144,29,10,76,64,246
Dominique Wilkins*,201,90,University of Georgia,1960,985,35090,9376,20528,5861,7127,794,2504,8582,18024,2652,3938,6590,2591,1269,522,2446,1780,25407
Don Buse,193,86,University of Evansville,1950,65,939,82,203,23,30,31,87,51,116,21,40,61,203,38,1,45,75,218
Don Collins,198,81,Illinois State University,1951,17,148,22,62,13,16,0,0,22,62,21,13,34,9,9,5,13,16,57
Don MacLean,208,106,"University of California, Los Angeles",1970,319,6679,1320,2902,794,1038,56,197,1264,2705,356,854,1210,404,118,51,398,598,3490
Don Reid,203,113,Georgetown University,1973,441,5872,643,1211,312,472,0,1,643,1210,468,803,1271,154,206,313,276,1253,1598
Donald Hodge,213,104,Temple University,1969,264,3616,471,1081,254,357,4,14,467,1067,315,517,832,195,85,103,238,557,1200
Donald Royal,203,95,University of Notre Dame,1966,597,9623,1051,2251,1356,1752,0,16,1051,2235,624,1002,1626,542,277,111,600,1003,3458
Donald Sloan,190,92,Texas A&M University,1988,274,4681,555,1374,236,311,107,360,448,1014,75,475,550,794,101,11,293,247,1453
Donald Whiteside,178,72,Northern Illinois University,1969,30,275,19,57,11,17,12,37,7,20,2,11,13,37,11,0,18,23,61
Donatas Motiejunas,213,100,NaN,1990,248,4553,728,1552,249,415,121,404,607,1148,296,653,949,270,118,81,284,532,1826
Donell Taylor,198,81,University of Alabama at Birmingham,1982,98,834,109,276,41,64,7,34,102,242,30,76,106,90,47,7,59,81,266
Donnell Harvey,203,99,University of Florida,1980,312,4942,650,1403,358,542,1,13,649,1390,389,829,1218,219,142,131,287,708,1659
Donnie Boyce,196,88,University of Colorado,1973,30,195,30,86,13,26,6,24,24,62,12,13,25,16,13,5,22,19,79
Donny Marshall,206,98,University of Connecticut,1973,119,919,87,271,77,113,42,125,45,146,39,82,121,36,37,5,45,107,293
Donta Smith,188,86,University of Minnesota,1920,61,560,59,140,39,60,8,26,51,114,22,44,66,48,31,5,29,70,165
Dontae' Jones,203,99,Mississippi State University,1975,15,91,19,57,0,0,6,23,13,34,3,6,9,5,2,3,11,12,44
Donte Greene,211,102,Syracuse University,1988,253,4259,585,1441,206,294,165,542,420,899,140,460,600,183,111,116,222,373,1541
Dontell Jefferson,196,88,University of Arkansas,1983,6,84,11,22,6,9,1,2,10,20,1,11,12,9,4,1,6,9,29
Dontonio Wingfield,203,116,University of Cincinnati,1974,114,1146,157,404,62,86,47,152,110,252,121,154,275,76,39,15,89,191,423
Donyell Marshall,206,98,University of Connecticut,1973,1137,30441,4943,11404,1922,2645,1117,3199,3826,8205,2269,5396,7665,1542,934,1076,1539,2608,12925
Dorell Wright,206,92,NaN,1985,549,12280,1657,3908,666,826,617,1691,1040,2217,375,1718,2093,850,418,271,475,790,4597
Dorian Finney-Smith,203,99,University of Florida,1993,81,1642,124,333,46,61,56,191,68,142,55,166,221,67,52,25,45,125,350
Doron Lamb,193,95,University of Kentucky,1991,147,1849,183,486,69,104,64,164,119,322,24,117,141,107,37,1,79,158,499
Doug Christie,198,90,Pepperdine University,1970,934,28640,3518,8273,2159,2631,866,2440,2652,5833,869,2844,3713,3308,1705,429,1920,2298,10061
Doug Edwards,201,99,Florida State University,1971,85,838,71,188,61,86,0,6,71,182,61,92,153,60,17,27,57,90,203
Doug Lee,196,90,Purdue University,1964,73,415,61,148,28,40,18,58,43,90,17,25,42,32,17,5,20,64,168
Doug McDermott,203,102,Creighton University,1992,249,5198,778,1745,224,267,277,714,501,1031,83,513,596,181,44,17,146,314,2057
Doug Overton,190,86,La Salle University,1969,605,9027,1067,2602,436,539,124,405,943,2197,167,633,800,1271,241,22,582,726,2694
Doug Roth,211,115,University of Tennessee,1967,42,412,37,86,7,14,0,1,37,85,44,76,120,20,8,13,16,70,81
Doug Smith,188,86,University of Minnesota,1920,296,5833,1020,2399,313,405,3,36,1017,2363,394,840,1234,400,224,150,353,979,2356
Doug West,198,90,Villanova University,1967,676,16649,2631,5473,1178,1470,37,194,2594,5279,532,1138,1670,1292,459,189,823,1862,6477
Dragan Bender,216,102,NaN,1997,43,574,57,161,4,11,28,101,29,60,23,80,103,23,10,22,32,74,146
Dragan Tarlac,208,117,NaN,1973,43,598,39,99,25,33,0,0,39,99,37,85,122,31,7,19,38,95,103
Draymond Green,201,104,Michigan State University,1990,397,10627,1283,2950,639,920,361,1082,922,1868,490,2194,2684,1627,540,415,718,1100,3566
Drazen Petrovic*,196,88,NaN,1964,351,8684,1948,3862,910,1083,278,648,1670,3214,291,488,779,787,308,28,677,883,5084
Drew Barry,196,86,Georgia Institute of Technology,1973,76,757,58,136,28,36,31,81,27,55,8,71,79,144,21,2,68,98,175
Drew Gooden,208,113,University of Kansas,1981,1050,27141,4644,10060,2331,3038,103,408,4541,9652,2536,5031,7567,1155,716,638,1614,2670,11722
Drew Gordon,206,111,University of New Mexico,1990,9,71,8,19,1,2,0,3,8,16,7,11,18,2,1,0,8,7,17
Duane Causwell,213,108,Temple University,1968,541,9409,1029,2029,588,952,2,7,1027,2022,794,1479,2273,243,220,767,500,1471,2648
Duane Cooper,185,83,University of Southern California,1969,88,781,80,199,36,50,8,37,72,162,15,44,59,178,21,2,89,78,204
Duane Ferrell,201,94,Georgia Institute of Technology,1965,583,8734,1420,2961,822,1096,42,146,1378,2815,552,580,1132,509,302,105,509,902,3704
Duane Washington,193,88,Middle Tennessee State University,1964,19,184,18,47,16,20,2,4,16,43,5,19,24,39,13,0,11,25,54
Dudley Bradley,198,88,University of North Carolina,1957,379,6115,631,1537,289,403,132,417,499,1120,146,471,617,672,530,120,352,756,1683
Duje Dukan,206,99,University of Wisconsin,1991,1,24,2,10,0,0,2,5,0,5,2,2,4,1,1,0,0,2,6
Dwayne Jones,208,95,University of Houston,1952,82,636,33,65,41,83,0,1,33,64,86,105,191,12,11,29,26,112,107
Dwayne McClain,198,83,Villanova University,1963,45,461,69,180,18,35,1,9,68,171,14,16,30,67,38,4,40,61,157
Dwayne Morton,201,88,University of Louisville,1971,41,395,50,129,58,85,9,25,41,104,21,37,58,18,11,15,27,45,167
Dwayne Polee,196,81,Pepperdine University,1963,1,6,1,4,0,0,0,3,1,1,0,0,0,0,1,0,1,3,2
Dwayne Schintzius,216,117,University of Florida,1968,217,1950,256,633,74,116,1,8,255,625,167,369,536,93,30,117,119,321,587
Dwayne Whitfield,206,108,Jackson State University,1972,8,122,13,30,14,22,0,0,13,30,9,16,25,2,3,2,8,14,40
Dwight Buycks,190,86,Marquette University,1989,20,269,33,88,17,19,12,28,21,60,6,29,35,24,11,0,22,14,95
Dwight Howard,211,120,NaN,1985,954,33291,5988,10237,4671,8255,5,56,5983,10181,3392,8697,12089,1426,931,1916,2835,3092,16652
Dwight Powell,211,108,Stanford University,1991,204,2797,402,807,262,349,29,112,373,695,213,466,679,111,115,75,96,333,1095
Dwyane Wade,193,99,Marquette University,1982,915,32352,7739,15975,5408,7041,431,1502,7308,14473,1140,3257,4397,5173,1500,800,3020,2086,21317
Dyron Nix,201,95,University of Tennessee,1967,20,109,14,39,11,16,0,0,14,39,8,18,26,5,3,1,7,15,39
E'Twaun Moore,208,102,NaN,1986,380,7106,1007,2314,197,263,278,753,729,1561,145,522,667,648,229,95,310,540,2489
Earl Barron,213,113,University of Memphis,1981,173,2449,305,837,145,212,3,18,302,819,242,387,629,79,59,42,134,340,758
Earl Boykins,165,61,Eastern Michigan University,1976,766,15477,2485,5944,1495,1704,490,1381,1995,4563,343,716,1059,2464,464,37,913,794,6955
Earl Clark,208,102,University of Louisville,1988,357,4862,618,1544,199,307,123,377,495,1167,254,768,1022,161,108,179,234,435,1558
Earl Cureton,206,95,University of Detroit Mercy,1957,488,11015,1357,2827,464,853,0,14,1357,2813,1090,1553,2643,664,262,312,604,1226,3178
Earl Jones,213,95,University of the District of Columbia,1961,14,50,5,13,3,4,0,0,5,13,4,6,10,4,0,1,8,13,13
Earl Watson,185,88,"University of California, Los Angeles",1979,948,21072,2331,5648,942,1344,612,1823,1719,3825,486,1657,2143,4160,941,186,1684,1914,6216
Ed Davis,208,108,University of North Carolina,1989,562,11667,1625,2910,651,1131,0,1,1625,2909,1248,2274,3522,462,293,535,440,1376,3901
Ed Gray,190,95,University of California,1975,60,809,130,384,83,102,30,88,100,296,16,57,73,46,27,12,59,103,373
Ed Horton,203,104,University of Iowa,1967,45,374,80,162,42,69,0,4,80,158,59,49,108,19,9,5,39,63,202
Ed Nealy,201,107,Kansas State University,1960,471,4755,382,843,202,296,46,159,336,684,376,858,1234,309,166,33,156,594,1012
Ed O'Bannon,203,100,"University of California, Los Angeles",1972,192,2871,342,958,139,178,46,196,296,762,165,299,464,141,102,35,102,289,869
Ed Pinckney,206,88,Villanova University,1963,947,19420,2405,4534,1964,2553,0,27,2405,4507,1842,3017,4859,917,759,529,1041,1889,6774
Ed Stokes,213,119,University of Arizona,1971,4,17,1,3,1,2,0,0,1,3,1,3,4,1,1,2,2,4,3
Eddie Basden,196,97,University of North Carolina at Charlotte,1983,19,141,15,37,8,10,1,7,14,30,7,21,28,8,9,2,9,17,39
Eddie Gill,183,86,Weber State University,1978,201,2187,191,527,159,186,68,212,123,315,29,200,229,239,111,16,148,227,609
Eddie Griffin,208,99,Seton Hall University,1982,303,6729,854,2263,226,337,237,752,617,1511,497,1247,1744,236,105,518,227,506,2171
Eddie House,185,81,Arizona State University,1978,853,14513,2416,5898,454,529,940,2420,1476,3478,193,1222,1415,1293,554,71,651,1073,6226
Eddie Hughes,178,74,Colorado State University,1960,97,1158,116,279,36,52,28,77,88,202,24,69,93,159,65,3,56,122,296
Eddie Johnson,203,92,Tennessee State University,1944,1333,34061,7811,16654,3387,4017,694,2041,7117,14613,1545,2898,4443,3439,707,148,2339,2965,19703
Eddie Jones,208,102,"University of Nevada, Reno",1956,1068,36253,5370,12303,3016,3740,1672,4511,3698,7792,842,3399,4241,3107,1813,648,1647,2735,15428
Eddie Lee,190,88,NaN,1962,322,3787,596,1267,342,606,0,9,596,1258,400,602,1002,62,82,60,288,609,1534
Eddie Robinson,203,95,University of Central Oklahoma,1976,278,5345,852,1681,226,306,8,32,844,1649,241,523,764,252,216,91,215,345,1938
Eddy Curry,213,133,NaN,1982,527,13109,2578,4734,1662,2588,2,2,2576,4732,947,1778,2725,287,155,384,1174,1562,6820
Edgar Jones,208,102,"University of Nevada, Reno",1956,141,2549,447,920,296,400,7,31,440,889,171,378,549,103,70,96,186,388,1197
Eduardo Najera,203,108,University of Oklahoma,1976,733,13083,1411,2973,606,911,135,439,1276,2534,1033,1632,2665,587,513,269,488,1620,3563
Edwin Ubiles,198,92,Siena College,1986,4,52,5,18,3,3,1,5,4,13,2,8,10,1,1,1,1,1,14
Edy Tavares,211,115,NaN,1997,4,56,8,10,0,6,0,0,8,10,8,14,22,2,0,12,4,6,16
Efthimi Rentzias,211,113,NaN,1976,35,144,20,59,8,9,4,8,16,51,10,16,26,7,6,2,4,21,52
Ekpe Udoh,208,108,Baylor University,1987,331,5854,536,1248,340,467,0,5,536,1243,461,653,1114,236,164,426,242,747,1412
Elden Campbell,211,97,Clemson University,1968,1189,28494,4440,9718,3002,4292,2,41,4438,9677,2081,4706,6787,1338,782,1721,1526,3351,11884
Eldridge Recasner,190,86,University of Washington,1967,302,5154,631,1484,236,266,239,585,392,899,131,403,534,527,130,12,306,407,1737
Elfrid Payton,193,83,University of Louisiana at Lafayette,1994,237,7046,1049,2350,376,615,81,280,968,2070,273,724,997,1530,319,80,558,529,2555
Elias Harris,203,108,Gonzaga University,1989,2,11,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
Elijah Millsap,198,102,University of Alabama at Birmingham,1987,69,1120,93,284,72,106,29,104,64,180,37,154,191,78,63,19,78,159,287
Elliot Perry,183,68,University of Memphis,1969,683,10727,1506,3317,658,850,150,420,1356,2897,215,646,861,1903,650,24,902,797,3820
Elliot Williams,196,86,University of Memphis,1989,122,1589,207,495,98,149,62,192,145,303,38,131,169,106,49,6,82,170,574
Elmer Bennett,183,77,University of Notre Dame,1970,30,234,22,66,20,28,6,20,16,46,1,13,14,33,13,1,30,23,70
Elmore Spencer,213,122,"University of Nevada, Las Vegas",1969,174,2699,394,767,149,256,0,3,394,764,130,438,568,110,53,172,255,348,937
Elston Turner,196,86,University of Mississippi,1959,319,5595,617,1402,147,207,4,30,613,1372,303,526,829,578,294,25,251,613,1385
Elton Brand,203,124,Duke University,1979,1058,34910,6599,13185,3627,4929,2,21,6597,13164,3304,5736,9040,2184,940,1828,2060,3115,16827
Emanual Davis,193,88,Delaware State University,1968,226,3934,402,1020,140,178,156,443,246,577,79,361,440,396,167,29,267,344,1100
Emeka Okafor,208,114,University of Connecticut,1982,590,18702,2956,5772,1344,2303,0,2,2956,5770,1907,3940,5847,512,406,978,971,1666,7256
Emmanuel Mudiay,196,90,NaN,1996,123,3474,537,1456,271,376,130,410,407,1046,61,349,410,589,106,48,340,236,1475
Enes Kanter,211,111,NaN,1992,520,11614,2522,4780,1102,1430,48,152,2474,4628,1462,2206,3668,324,204,226,827,1131,6194
Ennis Whatley,190,80,University of Alabama,1962,319,5056,599,1284,316,415,3,29,596,1255,139,357,496,1115,269,28,429,498,1517
Eric Anderson,206,99,Indiana University,1970,27,83,12,35,16,27,2,2,10,33,12,19,31,5,3,2,7,23,42
Eric Bledsoe,185,86,University of Kentucky,1989,418,11309,1913,4308,1295,1619,359,1075,1554,3233,337,1246,1583,1924,583,204,1128,827,5480
Eric Dawson,206,113,Midwestern State University,1984,4,39,7,12,1,2,0,0,7,12,5,5,10,0,1,2,3,6,15
Eric Gordon,193,97,Indiana University,1988,492,16471,2772,6437,1584,1940,1023,2690,1749,3747,224,1027,1251,1559,491,159,1050,985,8151
Eric Johnson,188,92,University of Nebraska,1966,48,272,20,84,13,17,1,6,19,78,8,20,28,64,17,2,26,49,54
Eric Leckner,211,120,University of Wyoming,1966,541,6696,858,1730,477,734,0,5,858,1725,449,1300,1749,255,101,164,465,1241,2193
Eric Maynor,190,79,Virginia Commonwealth University,1987,443,6455,732,1872,253,353,179,521,553,1351,106,456,562,1260,182,34,474,483,1896
Eric Mobley,211,106,University of Pittsburgh,1970,152,2246,254,471,116,249,4,6,250,465,193,298,491,79,41,85,153,281,628
Eric Montross,213,122,University of North Carolina,1971,645,11647,1167,2450,334,737,0,3,1167,2447,1018,2031,3049,298,166,401,552,1780,2668
Eric Moreland,208,107,Oregon State University,1991,11,50,4,7,2,4,0,0,4,7,3,9,12,1,0,4,3,5,10
Eric Murdock,185,86,Providence College,1968,581,13555,2133,4897,1158,1472,341,1008,1792,3889,365,1065,1430,2794,965,78,1123,1121,5765
Eric Piatkowski,201,97,University of Nebraska,1970,789,14613,2044,4711,966,1152,865,2168,1179,2543,508,1208,1716,778,404,115,628,1152,5919
Eric Riley,213,111,University of Michigan,1970,186,1844,218,478,138,196,0,4,218,474,180,299,479,60,54,132,126,303,574
Eric Snow,190,86,Michigan State University,1973,910,24050,2223,5238,1497,1968,57,282,2166,4956,438,1784,2222,4422,1035,110,1454,2127,6000
Eric Washington,193,86,University of Alabama,1974,104,2300,274,682,87,115,81,234,193,448,82,134,216,108,78,43,106,230,716
Eric White,203,90,Pepperdine University,1965,93,1224,190,364,113,141,1,1,189,363,99,103,202,43,27,5,73,112,494
Eric Williams,203,99,Providence College,1972,805,19060,2257,5465,2028,2759,290,907,1967,4558,816,1798,2614,1155,659,116,944,1935,6832
Erick Barkley,185,80,St. John's University,1978,27,266,32,90,9,10,4,15,28,75,5,16,21,40,19,1,17,31,77
Erick Dampier,211,120,Mississippi State University,1975,987,24003,2784,5595,1739,2779,2,16,2782,5579,2723,4282,7005,817,330,1398,1435,2869,7309
Erick Green,193,83,Virginia Polytechnic Institute and State Unive...,1991,61,494,71,188,14,16,16,57,55,131,13,30,43,45,14,0,14,34,172
Erick Strickland,190,95,University of Nebraska,1973,551,11019,1414,3667,778,939,434,1246,980,2421,242,1203,1445,1298,466,43,716,1047,4040
Erik Daniels,203,97,University of Kentucky,1982,21,72,6,18,0,0,1,2,5,16,7,11,18,4,2,0,6,7,13
Erik Murphy,208,104,University of Florida,1990,24,62,3,13,0,0,0,3,3,10,2,6,8,2,0,4,2,7,6
Ernest Brown,213,110,Indian Hills Community College,1979,3,21,1,6,1,4,0,0,1,6,1,5,6,0,0,1,3,4,3
Ernie Grunfeld,198,95,University of Tennessee,1955,145,2463,336,739,167,212,28,69,308,670,83,274,357,224,89,20,90,321,867
Ersan Ilyasova,208,106,NaN,1987,765,18886,3176,7237,1264,1650,904,2479,2272,4758,1375,3132,4507,921,543,283,816,1923,8520
Ervin Johnson,188,92,University of Nebraska,1966,845,16989,1393,2756,685,1133,2,10,1391,2746,1677,3471,5148,387,471,1087,724,2430,3473
Esteban Batista,208,122,NaN,1983,70,576,42,96,37,60,0,1,42,95,68,106,174,11,18,11,42,124,121
Etan Thomas,206,116,Syracuse University,1978,409,7084,890,1734,561,930,0,0,890,1734,677,1250,1927,149,128,427,385,889,2341
Etdrick Bohannon,206,99,Auburn University at Montgomery,1973,39,270,16,34,34,52,0,0,16,34,31,44,75,11,4,16,24,57,66
Eugene Jeter,180,79,University of Portland,1983,62,858,106,259,37,41,6,30,100,229,9,61,70,162,29,2,51,54,255
Evan Eschmeyer,211,115,Northwestern University,1975,153,2138,158,341,105,169,0,0,158,341,220,381,601,76,69,95,96,399,421
Evan Fournier,201,92,NaN,1992,319,8392,1393,3130,652,824,480,1266,913,1864,145,679,824,691,255,16,488,754,3918
Evan Turner,201,99,Ohio State University,1988,615,17505,2695,6265,1093,1388,267,884,2428,5381,375,2701,3076,2230,510,136,1217,1282,6750
Everette Stephens,188,79,Purdue University,1966,38,215,25,75,19,24,2,10,23,65,11,12,23,39,9,4,29,22,71
Evers Burns,203,117,University of Maryland,1971,23,143,22,55,12,23,0,0,22,55,13,17,30,9,6,3,7,33,56
Evric Gray,201,106,"University of Nevada, Las Vegas",1969,5,42,4,15,4,4,1,4,3,11,1,2,3,2,1,0,3,5,13
Fab Melo,213,115,Syracuse University,1990,6,36,3,6,1,4,0,0,3,6,0,3,3,0,2,2,1,7,7
Fabricio Oberto,208,111,NaN,1975,336,4871,481,835,119,193,0,4,481,831,443,732,1175,300,89,75,225,733,1081
Fat Lever,190,77,Arizona State University,1960,590,19784,3675,8209,1508,1939,154,493,3521,7716,1261,2819,4080,3898,1378,163,1209,1446,9012
Felipe Lopez,196,90,St. John's University,1974,319,5710,761,1752,409,611,67,199,694,1553,267,571,838,359,223,92,337,607,1998
Felton Spencer,213,120,University of Louisville,1968,713,13856,1333,2750,1060,1630,0,1,1333,2749,1470,2382,3852,235,282,584,755,2391,3726
Fennis Dembo,196,97,University of Wyoming,1966,31,74,14,42,8,10,0,4,14,38,8,15,23,5,1,0,7,15,36
Fernando Martin,206,99,NaN,1962,24,146,9,31,4,11,0,1,9,30,8,20,28,9,7,1,20,24,22
Festus Ezeli,211,115,Vanderbilt University,1989,170,2394,275,536,162,291,0,0,275,536,292,433,725,63,48,166,133,328,712
Forrest McKenzie,201,90,Loyola Marymount University,1963,6,42,7,28,2,2,1,2,6,26,2,5,7,1,1,0,3,9,17
Francisco Elson,213,106,University of California,1976,547,8086,822,1768,301,432,3,17,819,1751,553,1299,1852,286,244,275,403,1103,1948
Francisco Garcia,201,88,University of Louisville,1981,607,12882,1682,3959,632,789,648,1806,1034,2153,286,1205,1491,810,487,426,577,1317,4644
Frank Brickowski,206,108,Pennsylvania State University,1959,846,18859,3304,6416,1746,2352,59,194,3245,6222,1140,2790,3930,1623,744,318,1585,2658,8413
Frank Johnson,185,83,Wake Forest University,1958,367,5860,898,1995,454,586,11,60,887,1935,171,345,516,980,288,17,465,576,2261
Frank Kaminsky,213,109,University of Wisconsin,1993,156,3662,535,1327,226,304,184,556,351,771,126,545,671,260,85,77,134,265,1480
Frank Kornet,206,102,Vanderbilt University,1967,89,595,65,176,31,52,10,38,55,138,35,60,95,30,19,4,34,82,171
Frank Williams,193,86,Portland State University,1956,86,952,92,261,45,54,24,80,68,181,13,64,77,166,34,11,83,87,253
Frankie King,185,83,Western Carolina University,1972,13,79,10,28,6,8,1,3,9,25,5,11,16,7,6,0,5,11,27
Franklin Edwards,185,77,Cleveland State University,1959,113,2225,361,790,185,221,1,15,360,775,33,96,129,418,121,5,218,114,908
Fred Cofield,190,86,Eastern Michigan University,1962,50,496,77,195,12,20,3,16,74,179,7,44,51,86,22,3,50,66,169
Fred Hoiberg,193,92,Iowa State University,1972,541,9978,959,2227,653,765,373,941,586,1286,143,1295,1438,846,428,59,292,783,2944
